Date,Employee_ID,Employee_Name,Role,Contract_Type,Scheduled_Start,Scheduled_End,Actual_Clock_In,Actual_Clock_Out,Scheduled_Hours,Max_Allowed_Hours,Overtime_Hours,Status
2023-07-07,E014,Employee_14,Security,Part-time,14,18,13:56,18:00,4,6,0,OK
2023-07-07,E069,Employee_69,Manager,Seasonal,10,14,10:00,14:04,4,5,0,OK
2023-07-07,E093,Employee_93,Customer Assistant,Temporary,7,14,07:01,14:02,7,7,0,OK
2023-07-07,E008,Employee_8,Cashier,Temporary,7,13,07:00,13:03,6,7,0,OK
2023-07-07,E004,Employee_4,Customer Assistant,Part-time,7,13,07:02,12:58,6,6,0,OK
2023-07-07,E040,Employee_40,Manager,Temporary,7,13,07:00,12:59,6,7,0,OK
2023-07-07,E061,Employee_61,Customer Assistant,Part-time,8,13,08:02,13:03,5,6,0,OK
2023-07-07,E062,Employee_62,Cashier,Seasonal,8,13,08:03,13:01,5,5,0,OK
2023-07-07,E029,Employee_29,Manager,Seasonal,13,18,12:57,18:00,5,5,0,OK
2023-07-07,E066,Employee_66,Customer Assistant,Part-time,12,16,12:02,16:02,4,6,0,OK
2023-07-07,E082,Employee_82,Manager,Seasonal,11,15,11:00,15:01,4,5,0,OK
2023-07-07,E019,Employee_19,Manager,Temporary,9,16,08:59,16:01,7,7,0,OK
2023-07-07,E079,Employee_79,Cashier,Part-time,9,15,08:56,14:58,6,6,0,OK
2023-07-07,E094,Employee_94,Stocker,Full-time,12,20,11:55,20:02,8,8,0,OK
2023-07-07,E017,Employee_17,Security,Seasonal,12,17,12:05,17:02,5,5,0,OK
2023-07-08,E088,Employee_88,Manager,Full-time,11,20,11:01,19:58,9,8,1,Overtime
2023-07-08,E044,Employee_44,Security,Part-time,12,16,11:55,16:05,4,6,0,OK
2023-07-08,E043,Employee_43,Customer Assistant,Full-time,13,22,13:01,22:04,9,8,1,Overtime
2023-07-08,E016,Employee_16,Cashier,Part-time,11,17,11:00,16:57,6,6,0,OK
2023-07-08,E085,Employee_85,Manager,Seasonal,11,16,10:56,15:57,5,5,0,OK
2023-07-08,E072,Employee_72,Cashier,Seasonal,8,12,07:57,12:00,4,5,0,OK
2023-07-08,E071,Employee_71,Cashier,Full-time,12,21,11:58,21:04,9,8,1,Overtime
2023-07-08,E037,Employee_37,Cashier,Part-time,11,15,10:56,15:01,4,6,0,OK
2023-07-08,E067,Employee_67,Cashier,Full-time,9,17,09:03,17:01,8,8,0,OK
2023-07-08,E025,Employee_25,Customer Assistant,Seasonal,13,18,12:58,17:58,5,5,0,OK
2023-07-08,E045,Employee_45,Cashier,Full-time,11,20,11:00,20:00,9,8,1,Overtime
2023-07-08,E070,Employee_70,Manager,Temporary,11,17,11:04,16:55,6,7,0,OK
2023-07-08,E074,Employee_74,Security,Temporary,10,16,10:00,16:02,6,7,0,OK
2023-07-08,E029,Employee_29,Manager,Seasonal,12,16,12:01,16:05,4,5,0,OK
2023-07-08,E012,Employee_12,Cashier,Seasonal,6,10,06:00,10:00,4,5,0,OK
2023-07-08,E092,Employee_92,Security,Seasonal,12,17,11:59,16:57,5,5,0,OK
2023-07-08,E083,Employee_83,Customer Assistant,Part-time,11,17,11:05,16:55,6,6,0,OK
2023-07-08,E031,Employee_31,Cashier,Temporary,10,17,09:56,17:04,7,7,0,OK
2023-07-08,E097,Employee_97,Customer Assistant,Part-time,6,11,05:57,11:01,5,6,0,OK
2023-07-08,E035,Employee_35,Cashier,Temporary,12,18,12:03,17:57,6,7,0,OK
2023-07-08,E030,Employee_30,Manager,Temporary,8,14,08:02,13:56,6,7,0,OK
2023-07-08,E034,Employee_34,Security,Part-time,9,13,08:55,13:00,4,6,0,OK
2023-07-08,E003,Employee_3,Customer Assistant,Seasonal,10,15,09:58,14:59,5,5,0,OK
2023-07-08,E008,Employee_8,Cashier,Temporary,7,14,06:56,14:02,7,7,0,OK
2023-07-08,E058,Employee_58,Cashier,Part-time,10,14,10:02,13:56,4,6,0,OK
2023-07-08,E062,Employee_62,Cashier,Seasonal,12,17,12:02,17:04,5,5,0,OK
2023-07-08,E082,Employee_82,Manager,Seasonal,11,16,10:59,15:55,5,5,0,OK
2023-07-08,E064,Employee_64,Cashier,Temporary,8,14,08:04,14:03,6,7,0,OK
2023-07-08,E038,Employee_38,Security,Full-time,11,19,10:57,19:00,8,8,0,OK
2023-07-08,E060,Employee_60,Customer Assistant,Seasonal,11,16,10:59,15:59,5,5,0,OK
2023-07-08,E006,Employee_6,Customer Assistant,Seasonal,14,19,14:03,18:57,5,5,0,OK
2023-07-08,E047,Employee_47,Customer Assistant,Full-time,6,15,05:59,14:59,9,8,1,Overtime
2023-07-08,E087,Employee_87,Manager,Full-time,6,14,06:03,13:56,8,8,0,OK
2023-07-08,E042,Employee_42,Cashier,Seasonal,14,18,14:03,18:03,4,5,0,OK
2023-07-08,E005,Employee_5,Stocker,Part-time,13,19,13:05,19:01,6,6,0,OK
2023-07-08,E013,Employee_13,Customer Assistant,Part-time,6,11,06:00,10:58,5,6,0,OK
2023-07-08,E041,Employee_41,Security,Seasonal,13,18,12:57,18:04,5,5,0,OK
2023-07-08,E051,Employee_51,Manager,Temporary,14,20,13:56,20:00,6,7,0,OK
2023-07-08,E001,Employee_1,Cashier,Part-time,13,17,12:59,16:59,4,6,0,OK
2023-07-08,E048,Employee_48,Security,Temporary,8,15,07:56,14:57,7,7,0,OK
2023-07-08,E079,Employee_79,Cashier,Part-time,12,16,11:57,16:03,4,6,0,OK
2023-07-08,E053,Employee_53,Security,Part-time,10,15,10:05,15:04,5,6,0,OK
2023-07-08,E091,Employee_91,Customer Assistant,Seasonal,13,17,13:00,17:05,4,5,0,OK
2023-07-08,E021,Employee_21,Security,Temporary,7,13,07:05,13:03,6,7,0,OK
2023-07-08,E084,Employee_84,Manager,Full-time,10,19,10:05,19:03,9,8,1,Overtime
2023-07-08,E020,Employee_20,Customer Assistant,Part-time,7,12,07:02,12:02,5,6,0,OK
2023-07-08,E090,Employee_90,Manager,Seasonal,12,16,12:01,15:59,4,5,0,OK
2023-07-08,E002,Employee_2,Customer Assistant,Part-time,8,14,08:03,14:04,6,6,0,OK
2023-07-08,E040,Employee_40,Manager,Temporary,9,15,09:02,15:02,6,7,0,OK
2023-07-09,E089,Employee_89,Security,Part-time,10,15,10:01,15:02,5,6,0,OK
2023-07-09,E012,Employee_12,Cashier,Seasonal,7,12,07:02,11:58,5,5,0,OK
2023-07-09,E014,Employee_14,Security,Part-time,14,20,13:57,19:55,6,6,0,OK
2023-07-09,E053,Employee_53,Security,Part-time,14,19,13:55,18:57,5,6,0,OK
2023-07-09,E081,Employee_81,Customer Assistant,Part-time,12,17,11:57,16:59,5,6,0,OK
2023-07-09,E069,Employee_69,Manager,Seasonal,13,17,12:58,16:58,4,5,0,OK
2023-07-09,E039,Employee_39,Manager,Temporary,13,20,13:04,20:04,7,7,0,OK
2023-07-09,E002,Employee_2,Customer Assistant,Part-time,6,12,05:56,12:02,6,6,0,OK
2023-07-09,E047,Employee_47,Customer Assistant,Full-time,11,20,11:04,20:05,9,8,1,Overtime
2023-07-09,E003,Employee_3,Customer Assistant,Seasonal,14,18,14:03,17:55,4,5,0,OK
2023-07-09,E063,Employee_63,Stocker,Seasonal,8,12,07:59,11:55,4,5,0,OK
2023-07-09,E059,Employee_59,Security,Temporary,14,20,14:01,20:00,6,7,0,OK
2023-07-09,E058,Employee_58,Cashier,Part-time,13,17,12:58,17:00,4,6,0,OK
2023-07-09,E050,Employee_50,Stocker,Temporary,6,13,06:05,13:01,7,7,0,OK
2023-07-09,E087,Employee_87,Manager,Full-time,7,16,07:05,16:05,9,8,1,Overtime
2023-07-09,E028,Employee_28,Cashier,Part-time,14,18,13:55,17:55,4,6,0,OK
2023-07-09,E056,Employee_56,Customer Assistant,Temporary,6,12,06:00,12:04,6,7,0,OK
2023-07-09,E054,Employee_54,Cashier,Temporary,13,20,13:00,19:59,7,7,0,OK
2023-07-09,E070,Employee_70,Manager,Temporary,9,15,09:01,15:02,6,7,0,OK
2023-07-09,E093,Employee_93,Customer Assistant,Temporary,11,17,10:55,17:03,6,7,0,OK
2023-07-09,E097,Employee_97,Customer Assistant,Part-time,13,18,13:00,18:02,5,6,0,OK
2023-07-09,E057,Employee_57,Customer Assistant,Seasonal,13,17,13:02,16:56,4,5,0,OK
2023-07-09,E011,Employee_11,Security,Full-time,7,16,06:58,15:58,9,8,1,Overtime
2023-07-09,E076,Employee_76,Security,Full-time,7,15,07:02,15:01,8,8,0,OK
2023-07-09,E083,Employee_83,Customer Assistant,Part-time,7,13,06:59,13:00,6,6,0,OK
2023-07-09,E040,Employee_40,Manager,Temporary,6,13,06:00,13:04,7,7,0,OK
2023-07-09,E090,Employee_90,Manager,Seasonal,7,12,07:03,11:55,5,5,0,OK
2023-07-09,E072,Employee_72,Cashier,Seasonal,14,18,13:57,18:05,4,5,0,OK
2023-07-09,E048,Employee_48,Security,Temporary,8,15,07:57,15:01,7,7,0,OK
2023-07-09,E005,Employee_5,Stocker,Part-time,12,16,12:05,16:01,4,6,0,OK
2023-07-09,E082,Employee_82,Manager,Seasonal,10,15,10:01,14:56,5,5,0,OK
2023-07-09,E033,Employee_33,Stocker,Temporary,7,14,06:57,13:55,7,7,0,OK
2023-07-09,E077,Employee_77,Customer Assistant,Seasonal,7,11,06:59,11:05,4,5,0,OK
2023-07-09,E019,Employee_19,Manager,Temporary,8,15,07:59,15:05,7,7,0,OK
2023-07-09,E055,Employee_55,Cashier,Part-time,9,13,09:05,12:56,4,6,0,OK
2023-07-09,E099,Employee_99,Customer Assistant,Part-time,13,17,13:04,17:02,4,6,0,OK
2023-07-09,E091,Employee_91,Customer Assistant,Seasonal,7,12,06:59,12:01,5,5,0,OK
2023-07-09,E085,Employee_85,Manager,Seasonal,8,13,07:55,13:05,5,5,0,OK
2023-07-09,E061,Employee_61,Customer Assistant,Part-time,11,17,10:57,16:55,6,6,0,OK
2023-07-09,E017,Employee_17,Security,Seasonal,10,15,10:05,14:58,5,5,0,OK
2023-07-09,E067,Employee_67,Cashier,Full-time,9,18,09:00,17:56,9,8,1,Overtime
2023-07-09,E020,Employee_20,Customer Assistant,Part-time,11,15,10:57,14:57,4,6,0,OK
2023-07-10,E076,Employee_76,Security,Full-time,6,14,06:03,14:04,8,8,0,OK
2023-07-10,E028,Employee_28,Cashier,Part-time,13,19,13:04,19:04,6,6,0,OK
2023-07-10,E092,Employee_92,Security,Seasonal,14,18,14:05,17:59,4,5,0,OK
2023-07-10,E085,Employee_85,Manager,Seasonal,10,15,09:56,14:57,5,5,0,OK
2023-07-10,E073,Employee_73,Stocker,Part-time,10,14,10:04,13:56,4,6,0,OK
2023-07-10,E010,Employee_10,Manager,Temporary,12,18,12:04,17:57,6,7,0,OK
2023-07-10,E089,Employee_89,Security,Part-time,13,19,13:00,19:04,6,6,0,OK
2023-07-10,E061,Employee_61,Customer Assistant,Part-time,14,19,13:59,18:59,5,6,0,OK
2023-07-10,E099,Employee_99,Customer Assistant,Part-time,6,12,06:02,12:01,6,6,0,OK
2023-07-10,E060,Employee_60,Customer Assistant,Seasonal,10,14,09:55,13:58,4,5,0,OK
2023-07-10,E050,Employee_50,Stocker,Temporary,13,19,12:56,18:59,6,7,0,OK
2023-07-10,E037,Employee_37,Cashier,Part-time,12,16,12:01,15:58,4,6,0,OK
2023-07-10,E086,Employee_86,Manager,Seasonal,14,19,14:04,18:57,5,5,0,OK
2023-07-10,E093,Employee_93,Customer Assistant,Temporary,9,15,09:03,14:58,6,7,0,OK
2023-07-10,E024,Employee_24,Security,Part-time,13,17,12:55,17:05,4,6,0,OK
2023-07-10,E001,Employee_1,Cashier,Part-time,13,18,12:58,18:01,5,6,0,OK
2023-07-10,E095,Employee_95,Manager,Temporary,13,20,12:55,19:59,7,7,0,OK
2023-07-10,E053,Employee_53,Security,Part-time,14,19,14:00,19:02,5,6,0,OK
2023-07-10,E011,Employee_11,Security,Full-time,7,15,07:04,15:00,8,8,0,OK
2023-07-10,E077,Employee_77,Customer Assistant,Seasonal,8,13,07:59,13:02,5,5,0,OK
2023-07-10,E026,Employee_26,Customer Assistant,Full-time,7,16,07:01,15:59,9,8,1,Overtime
2023-07-10,E056,Employee_56,Customer Assistant,Temporary,8,15,08:00,14:58,7,7,0,OK
2023-07-10,E094,Employee_94,Stocker,Full-time,14,23,14:03,23:00,9,8,1,Overtime
2023-07-10,E015,Employee_15,Security,Part-time,11,16,10:59,15:56,5,6,0,OK
2023-07-10,E036,Employee_36,Manager,Seasonal,9,13,08:57,12:57,4,5,0,OK
2023-07-10,E098,Employee_98,Stocker,Seasonal,10,14,10:04,14:01,4,5,0,OK
2023-07-10,E014,Employee_14,Security,Part-time,13,17,13:02,16:55,4,6,0,OK
2023-07-10,E042,Employee_42,Cashier,Seasonal,6,11,05:57,11:02,5,5,0,OK
2023-07-10,E029,Employee_29,Manager,Seasonal,8,12,07:59,12:00,4,5,0,OK
2023-07-10,E008,Employee_8,Cashier,Temporary,7,13,07:04,12:57,6,7,0,OK
2023-07-10,E063,Employee_63,Stocker,Seasonal,13,17,12:59,16:57,4,5,0,OK
2023-07-10,E038,Employee_38,Security,Full-time,11,20,10:55,19:56,9,8,1,Overtime
2023-07-10,E023,Employee_23,Manager,Full-time,10,18,10:03,18:05,8,8,0,OK
2023-07-10,E074,Employee_74,Security,Temporary,12,18,11:58,18:02,6,7,0,OK
2023-07-10,E033,Employee_33,Stocker,Temporary,6,12,05:57,11:58,6,7,0,OK
2023-07-10,E049,Employee_49,Manager,Seasonal,6,10,06:00,10:04,4,5,0,OK
2023-07-10,E045,Employee_45,Cashier,Full-time,11,19,11:00,19:04,8,8,0,OK
2023-07-10,E039,Employee_39,Manager,Temporary,11,17,11:00,16:58,6,7,0,OK
2023-07-10,E081,Employee_81,Customer Assistant,Part-time,11,15,10:56,15:02,4,6,0,OK
2023-07-10,E054,Employee_54,Cashier,Temporary,9,16,09:02,15:58,7,7,0,OK
2023-07-11,E074,Employee_74,Security,Temporary,7,13,06:59,12:59,6,7,0,OK
2023-07-11,E096,Employee_96,Customer Assistant,Part-time,14,20,13:58,20:02,6,6,0,OK
2023-07-11,E095,Employee_95,Manager,Temporary,14,21,13:58,21:04,7,7,0,OK
2023-07-11,E029,Employee_29,Manager,Seasonal,10,15,10:01,14:59,5,5,0,OK
2023-07-11,E036,Employee_36,Manager,Seasonal,14,19,14:00,18:55,5,5,0,OK
2023-07-11,E025,Employee_25,Customer Assistant,Seasonal,8,12,08:02,12:03,4,5,0,OK
2023-07-11,E079,Employee_79,Cashier,Part-time,13,18,12:55,18:05,5,6,0,OK
2023-07-11,E069,Employee_69,Manager,Seasonal,6,11,06:01,10:55,5,5,0,OK
2023-07-11,E027,Employee_27,Security,Part-time,11,17,10:59,16:58,6,6,0,OK
2023-07-11,E082,Employee_82,Manager,Seasonal,12,16,12:04,16:05,4,5,0,OK
2023-07-11,E003,Employee_3,Customer Assistant,Seasonal,8,12,08:01,12:04,4,5,0,OK
2023-07-11,E051,Employee_51,Manager,Temporary,14,20,14:05,19:55,6,7,0,OK
2023-07-11,E043,Employee_43,Customer Assistant,Full-time,7,16,06:59,16:00,9,8,1,Overtime
2023-07-11,E005,Employee_5,Stocker,Part-time,6,11,06:04,11:02,5,6,0,OK
2023-07-11,E065,Employee_65,Manager,Seasonal,10,14,09:57,14:05,4,5,0,OK
2023-07-11,E009,Employee_9,Customer Assistant,Seasonal,10,14,10:01,13:58,4,5,0,OK
2023-07-11,E035,Employee_35,Cashier,Temporary,6,13,06:02,13:03,7,7,0,OK
2023-07-11,E099,Employee_99,Customer Assistant,Part-time,12,16,12:04,16:04,4,6,0,OK
2023-07-11,E006,Employee_6,Customer Assistant,Seasonal,12,17,11:56,17:02,5,5,0,OK
2023-07-11,E015,Employee_15,Security,Part-time,6,12,06:00,12:05,6,6,0,OK
2023-07-11,E039,Employee_39,Manager,Temporary,7,14,06:57,14:05,7,7,0,OK
2023-07-11,E089,Employee_89,Security,Part-time,10,14,10:02,13:57,4,6,0,OK
2023-07-11,E047,Employee_47,Customer Assistant,Full-time,9,18,09:00,17:58,9,8,1,Overtime
2023-07-11,E038,Employee_38,Security,Full-time,13,22,13:02,21:58,9,8,1,Overtime
2023-07-11,E083,Employee_83,Customer Assistant,Part-time,9,15,08:58,14:58,6,6,0,OK
2023-07-11,E048,Employee_48,Security,Temporary,10,16,10:01,16:02,6,7,0,OK
2023-07-11,E087,Employee_87,Manager,Full-time,12,20,11:57,20:01,8,8,0,OK
2023-07-11,E080,Employee_80,Cashier,Temporary,12,18,11:58,18:03,6,7,0,OK
2023-07-11,E007,Employee_7,Customer Assistant,Seasonal,12,17,12:02,16:56,5,5,0,OK
2023-07-11,E050,Employee_50,Stocker,Temporary,8,15,08:05,14:57,7,7,0,OK
2023-07-11,E072,Employee_72,Cashier,Seasonal,10,15,10:05,15:01,5,5,0,OK
2023-07-11,E061,Employee_61,Customer Assistant,Part-time,11,15,10:58,15:01,4,6,0,OK
2023-07-11,E014,Employee_14,Security,Part-time,10,16,09:59,15:59,6,6,0,OK
2023-07-11,E068,Employee_68,Security,Part-time,7,12,07:00,12:00,5,6,0,OK
2023-07-11,E090,Employee_90,Manager,Seasonal,6,11,05:56,11:05,5,5,0,OK
2023-07-11,E053,Employee_53,Security,Part-time,8,12,07:57,11:58,4,6,0,OK
2023-07-11,E044,Employee_44,Security,Part-time,9,15,08:56,15:02,6,6,0,OK
2023-07-11,E067,Employee_67,Cashier,Full-time,12,20,12:01,19:56,8,8,0,OK
2023-07-12,E036,Employee_36,Manager,Seasonal,11,15,11:04,15:05,4,5,0,OK
2023-07-12,E033,Employee_33,Stocker,Temporary,13,20,12:56,20:03,7,7,0,OK
2023-07-12,E013,Employee_13,Customer Assistant,Part-time,9,15,08:55,15:05,6,6,0,OK
2023-07-12,E074,Employee_74,Security,Temporary,9,15,09:03,14:59,6,7,0,OK
2023-07-12,E015,Employee_15,Security,Part-time,11,15,11:01,15:00,4,6,0,OK
2023-07-12,E071,Employee_71,Cashier,Full-time,11,20,10:58,19:59,9,8,1,Overtime
2023-07-12,E060,Employee_60,Customer Assistant,Seasonal,14,19,13:56,18:55,5,5,0,OK
2023-07-12,E043,Employee_43,Customer Assistant,Full-time,9,17,09:01,16:57,8,8,0,OK
2023-07-12,E023,Employee_23,Manager,Full-time,13,22,13:04,21:58,9,8,1,Overtime
2023-07-12,E007,Employee_7,Customer Assistant,Seasonal,12,16,12:05,16:05,4,5,0,OK
2023-07-12,E038,Employee_38,Security,Full-time,10,19,09:58,18:56,9,8,1,Overtime
2023-07-12,E014,Employee_14,Security,Part-time,10,14,09:56,13:56,4,6,0,OK
2023-07-12,E026,Employee_26,Customer Assistant,Full-time,9,18,08:57,17:59,9,8,1,Overtime
2023-07-12,E070,Employee_70,Manager,Temporary,7,13,07:05,13:02,6,7,0,OK
2023-07-12,E002,Employee_2,Customer Assistant,Part-time,12,18,11:56,17:58,6,6,0,OK
2023-07-12,E097,Employee_97,Customer Assistant,Part-time,13,18,13:00,18:02,5,6,0,OK
2023-07-12,E090,Employee_90,Manager,Seasonal,6,11,05:58,10:57,5,5,0,OK
2023-07-12,E044,Employee_44,Security,Part-time,7,12,07:00,11:58,5,6,0,OK
2023-07-12,E004,Employee_4,Customer Assistant,Part-time,7,11,07:00,11:03,4,6,0,OK
2023-07-12,E068,Employee_68,Security,Part-time,12,18,12:04,17:58,6,6,0,OK
2023-07-12,E050,Employee_50,Stocker,Temporary,12,18,12:05,18:04,6,7,0,OK
2023-07-12,E054,Employee_54,Cashier,Temporary,10,17,10:05,16:56,7,7,0,OK
2023-07-12,E010,Employee_10,Manager,Temporary,13,19,13:00,19:03,6,7,0,OK
2023-07-12,E037,Employee_37,Cashier,Part-time,12,18,12:04,18:01,6,6,0,OK
2023-07-12,E067,Employee_67,Cashier,Full-time,14,22,14:03,21:57,8,8,0,OK
2023-07-12,E086,Employee_86,Manager,Seasonal,14,18,13:58,17:55,4,5,0,OK
2023-07-12,E057,Employee_57,Customer Assistant,Seasonal,13,18,13:05,17:55,5,5,0,OK
2023-07-12,E020,Employee_20,Customer Assistant,Part-time,11,17,10:57,17:03,6,6,0,OK
2023-07-12,E048,Employee_48,Security,Temporary,8,15,08:01,14:57,7,7,0,OK
2023-07-12,E088,Employee_88,Manager,Full-time,10,18,09:58,17:57,8,8,0,OK
2023-07-12,E082,Employee_82,Manager,Seasonal,14,18,14:00,18:02,4,5,0,OK
2023-07-12,E046,Employee_46,Cashier,Temporary,13,20,12:59,19:56,7,7,0,OK
2023-07-12,E035,Employee_35,Cashier,Temporary,8,14,08:04,14:00,6,7,0,OK
2023-07-12,E021,Employee_21,Security,Temporary,9,15,09:05,15:02,6,7,0,OK
2023-07-12,E064,Employee_64,Cashier,Temporary,13,19,12:57,19:01,6,7,0,OK
2023-07-12,E056,Employee_56,Customer Assistant,Temporary,14,21,14:03,21:04,7,7,0,OK
2023-07-12,E083,Employee_83,Customer Assistant,Part-time,7,11,07:03,11:00,4,6,0,OK
2023-07-13,E069,Employee_69,Manager,Seasonal,9,14,08:58,14:05,5,5,0,OK
2023-07-13,E045,Employee_45,Cashier,Full-time,12,20,11:55,19:59,8,8,0,OK
2023-07-13,E095,Employee_95,Manager,Temporary,9,16,09:03,15:57,7,7,0,OK
2023-07-13,E024,Employee_24,Security,Part-time,7,12,07:02,11:57,5,6,0,OK
2023-07-13,E026,Employee_26,Customer Assistant,Full-time,10,19,09:55,19:01,9,8,1,Overtime
2023-07-13,E061,Employee_61,Customer Assistant,Part-time,13,19,12:59,18:58,6,6,0,OK
2023-07-13,E099,Employee_99,Customer Assistant,Part-time,12,16,12:03,16:04,4,6,0,OK
2023-07-13,E089,Employee_89,Security,Part-time,9,14,09:02,13:56,5,6,0,OK
2023-07-13,E001,Employee_1,Cashier,Part-time,10,15,09:56,15:01,5,6,0,OK
2023-07-13,E062,Employee_62,Cashier,Seasonal,13,18,13:01,18:03,5,5,0,OK
2023-07-13,E055,Employee_55,Cashier,Part-time,8,13,07:58,13:01,5,6,0,OK
2023-07-13,E021,Employee_21,Security,Temporary,12,19,11:55,19:03,7,7,0,OK
2023-07-13,E065,Employee_65,Manager,Seasonal,8,13,07:56,12:57,5,5,0,OK
2023-07-13,E059,Employee_59,Security,Temporary,13,20,12:59,20:01,7,7,0,OK
2023-07-13,E092,Employee_92,Security,Seasonal,12,16,12:00,16:03,4,5,0,OK
2023-07-13,E060,Employee_60,Customer Assistant,Seasonal,11,16,10:59,16:04,5,5,0,OK
2023-07-13,E016,Employee_16,Cashier,Part-time,7,11,06:55,11:03,4,6,0,OK
2023-07-13,E004,Employee_4,Customer Assistant,Part-time,8,12,08:00,11:58,4,6,0,OK
2023-07-13,E025,Employee_25,Customer Assistant,Seasonal,7,12,07:05,11:57,5,5,0,OK
2023-07-13,E067,Employee_67,Cashier,Full-time,6,14,05:59,13:57,8,8,0,OK
2023-07-13,E072,Employee_72,Cashier,Seasonal,11,16,11:04,15:57,5,5,0,OK
2023-07-13,E037,Employee_37,Cashier,Part-time,7,12,07:02,11:56,5,6,0,OK
2023-07-13,E064,Employee_64,Cashier,Temporary,14,21,14:00,20:56,7,7,0,OK
2023-07-13,E080,Employee_80,Cashier,Temporary,13,19,12:57,18:57,6,7,0,OK
2023-07-13,E018,Employee_18,Stocker,Part-time,14,20,13:58,19:56,6,6,0,OK
2023-07-13,E048,Employee_48,Security,Temporary,11,17,10:56,16:56,6,7,0,OK
2023-07-13,E081,Employee_81,Customer Assistant,Part-time,12,18,12:04,18:04,6,6,0,OK
2023-07-13,E011,Employee_11,Security,Full-time,8,16,07:56,16:05,8,8,0,OK
2023-07-13,E073,Employee_73,Stocker,Part-time,9,14,09:00,14:00,5,6,0,OK
2023-07-13,E084,Employee_84,Manager,Full-time,10,18,09:55,17:56,8,8,0,OK
2023-07-13,E007,Employee_7,Customer Assistant,Seasonal,7,11,07:02,10:58,4,5,0,OK
2023-07-13,E098,Employee_98,Stocker,Seasonal,6,10,06:05,10:01,4,5,0,OK
2023-07-13,E003,Employee_3,Customer Assistant,Seasonal,9,13,09:05,12:59,4,5,0,OK
2023-07-13,E082,Employee_82,Manager,Seasonal,9,14,09:01,13:56,5,5,0,OK
2023-07-13,E009,Employee_9,Customer Assistant,Seasonal,9,13,09:04,13:02,4,5,0,OK
2023-07-13,E002,Employee_2,Customer Assistant,Part-time,14,19,13:56,19:05,5,6,0,OK
2023-07-13,E057,Employee_57,Customer Assistant,Seasonal,9,14,08:58,14:03,5,5,0,OK
2023-07-13,E040,Employee_40,Manager,Temporary,7,14,07:00,14:00,7,7,0,OK
2023-07-13,E019,Employee_19,Manager,Temporary,7,13,06:57,12:55,6,7,0,OK
2023-07-13,E010,Employee_10,Manager,Temporary,11,17,11:02,16:55,6,7,0,OK
2023-07-13,E005,Employee_5,Stocker,Part-time,11,15,11:01,15:05,4,6,0,OK
2023-07-13,E091,Employee_91,Customer Assistant,Seasonal,14,19,13:58,19:03,5,5,0,OK
2023-07-13,E079,Employee_79,Cashier,Part-time,13,17,13:04,17:01,4,6,0,OK
2023-07-13,E071,Employee_71,Cashier,Full-time,14,23,14:04,23:00,9,8,1,Overtime
2023-07-13,E096,Employee_96,Customer Assistant,Part-time,6,12,06:00,12:03,6,6,0,OK
2023-07-13,E075,Employee_75,Stocker,Full-time,10,19,10:03,18:59,9,8,1,Overtime
2023-07-13,E094,Employee_94,Stocker,Full-time,11,20,10:56,19:56,9,8,1,Overtime
2023-07-13,E063,Employee_63,Stocker,Seasonal,10,14,10:04,13:56,4,5,0,OK
2023-07-13,E047,Employee_47,Customer Assistant,Full-time,13,22,12:59,22:00,9,8,1,Overtime
2023-07-14,E045,Employee_45,Cashier,Full-time,10,18,09:58,17:59,8,8,0,OK
2023-07-14,E001,Employee_1,Cashier,Part-time,11,16,10:59,15:55,5,6,0,OK
2023-07-14,E020,Employee_20,Customer Assistant,Part-time,7,12,07:01,12:05,5,6,0,OK
2023-07-14,E094,Employee_94,Stocker,Full-time,10,19,09:55,18:55,9,8,1,Overtime
2023-07-14,E091,Employee_91,Customer Assistant,Seasonal,7,12,07:04,11:57,5,5,0,OK
2023-07-14,E039,Employee_39,Manager,Temporary,13,19,12:58,19:05,6,7,0,OK
2023-07-14,E037,Employee_37,Cashier,Part-time,7,12,07:04,11:56,5,6,0,OK
2023-07-14,E085,Employee_85,Manager,Seasonal,7,11,07:01,11:00,4,5,0,OK
2023-07-14,E071,Employee_71,Cashier,Full-time,6,15,05:57,15:02,9,8,1,Overtime
2023-07-14,E008,Employee_8,Cashier,Temporary,7,14,07:03,14:00,7,7,0,OK
2023-07-14,E010,Employee_10,Manager,Temporary,8,15,08:00,15:04,7,7,0,OK
2023-07-14,E023,Employee_23,Manager,Full-time,11,20,11:03,19:55,9,8,1,Overtime
2023-07-14,E056,Employee_56,Customer Assistant,Temporary,9,15,08:56,15:04,6,7,0,OK
2023-07-14,E054,Employee_54,Cashier,Temporary,13,20,12:58,19:57,7,7,0,OK
2023-07-14,E066,Employee_66,Customer Assistant,Part-time,13,18,13:03,17:57,5,6,0,OK
2023-07-14,E019,Employee_19,Manager,Temporary,12,19,11:59,18:56,7,7,0,OK
2023-07-14,E040,Employee_40,Manager,Temporary,13,19,13:01,18:58,6,7,0,OK
2023-07-14,E087,Employee_87,Manager,Full-time,14,23,13:59,23:05,9,8,1,Overtime
2023-07-14,E007,Employee_7,Customer Assistant,Seasonal,7,11,07:03,10:56,4,5,0,OK
2023-07-14,E042,Employee_42,Cashier,Seasonal,10,14,10:04,13:56,4,5,0,OK
2023-07-14,E048,Employee_48,Security,Temporary,14,20,13:55,19:59,6,7,0,OK
